SMILES	GABAAalpha	NMDA	O00222	O15303	P41594	Q13255	Q14416	Q14643	Q14831	Q14832	Q14833
NC(CCP(=O)(O)C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O			5.34								5.82
NC(CCP(=O)(O)C(O)c1ccc([N+](=O)[O-])o1)C(=O)O			6.52	5.21							6.82
NC(CCP(=O)(O)C(O)c1ccc([N+](=O)[O-])s1)C(=O)O			5.72	5.38					4.0		6.31
NC(CCP(=O)(O)C(O)c1cccc(C(=O)O)c1)C(=O)O			3.903	4.0							4.66
NC(CCP(=O)(O)C(O)c1cccc([N+](=O)[O-])c1)C(=O)O			5.882999999999999	5.393							6.247000000000001
NC(CCP(=O)(O)C(O)c1cccc([N+](=O)[O-])c1O)C(=O)O			4.67								4.64
NC(CCP(=O)(O)C(O)c1cccnc1)C(=O)O			4.44								4.52
NC(CCP(=O)(O)C(O)c1ccnc(O)c1)C(=O)O			4.09								4.38
NC(CCP(=O)(O)C(O)c1ccncc1)C(=O)O			4.58								4.55
NC(CCP(=O)(O)C(O)c1coc(C(=O)O)c1)C(=O)O			5.04								5.7
NC(CCP(=O)(O)C(O)c1csc([N+](=O)[O-])c1)C(=O)O			6.355	5.44					3.379		6.76
NC(CCP(=O)(O)CCC(=O)O)C(=O)O			5.15	4.84					4.05		5.21
NC(CCP(=O)(O)Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O			3.5580000000000003	4.0					4.0		4.62
NC(CCP(=O)(O)Cc1cccc(C(=O)O)c1)C(=O)O			3.292								3.674
NC(CCP(=O)(O)Cc1cccc([N+](=O)[O-])c1)C(=O)O			5.68	5.5					4.0		6.24
NC(CCP(=O)(O)O)C(=O)O			7.147	6.292999999999999			3.889		3.665		6.8
NC(CCS(=O)(=O)O)C(=O)O					4.27	4.06	3.523				4.28
NC(CCc1cc(C(=O)O)ccc1)(C(=O)O)C1CC1C(=O)O										7.1	
NC(CCc1cc(C(F)(F)F)ccc1)(C(=O)O)C1CC1C(=O)O							6.66			6.38	
NC(CCc1cc(Cl)ccc1)(C(=O)O)C1CC1C(=O)O							6.747999999999999			6.747999999999999	
NC(CCc1cc(O)ccc1)(C(=O)O)C1CC1C(=O)O							6.0			6.58	
NC(CCc1ccc(F)cc1)(C(=O)O)C1CC1C(=O)O							6.747999999999999			6.68	
NC(CCc1cccc(C(=O)O)c1)(C(=O)O)C1CC1C(=O)O							5.747999999999999				
NC(CCc1cccc2ccccc12)(C(=O)O)C1CC1C(=O)O							6.62			6.33	
NC(CCc1ccccc1)(C(=O)O)C1CC1C(=O)O							6.071000000000001			6.19	
NC(CCc1cscc1)(C(=O)O)C1CC1C(=O)O							6.0			6.24	
NC(CCc1n[nH]nn1)C(=O)O		5.443									
NC(CCc1nsnc1O)C(=O)O					3.721		4.415				
NC(CCn1oc(=O)[nH]c1=O)C(=O)O					4.44	3.735	4.64				
NC(COP(=O)(O)O)C(=O)O									3.699		5.945
NC(Cc1c(-c2n[nH]cn2)onc1O)C(=O)O		4.0									
NC(Cc1c(-c2n[nH]nn2)onc1O)C(=O)O		4.0									
NC(Cc1c(-c2ncc[nH]2)onc1O)C(=O)O		4.0									
NC(Cc1c(-c2nccs2)onc1O)C(=O)O		4.0									
NC(Cc1c(Br)c(O)no1)C(=O)O						3.483					
NC(Cc1c(Cl)c(O)no1)C(=O)O						3.0660000000000003					
NC(Cc1cc(I)c(Oc2cc(I)c(O)cc2)c(I)c1)C(=O)O	4.64										
NC(Cc1cc(O)no1)C(=O)O					3.31	3.602					
NC(Cc1ccccc1)(C(=O)O)C1CC1C(=O)O							5.0			5.0	
NC(Cc1cn(C(Cc2ccccc2)C(=O)O)nn1)C(=O)O							4.0				4.0
NC(Cc1cn(CC(=O)O)nn1)C(=O)O							4.0				4.0
NC(Cc1cnnn1C(Cc1ccccc1)C(=O)O)C(=O)O							4.0				4.0
NC(Cc1cnnn1CC(=O)O)C(=O)O							4.0				4.0
NC(Cc1n[nH]nn1)C(=O)O		6.175									
NC(Cc1ncccc1)c1ccccc1		6.25									
NC(Cn1cc(C(=O)O)nn1)C(=O)O							4.0				4.0
NC(Cn1oc(=O)[nH]c1=O)C(=O)O					6.2	6.33	3.947			4.4	3.951
NC(c1c2nc(O)c(O)nc2cc([N+](=O)[O-])c1)P(=O)(O)O		7.4									
NC1(C(=O)O)C(Cc2cc(Cl)c(F)cc2)CC2C(C(=O)O)C21							6.45			7.04	
NC1(C(=O)O)C(F)CC2C(C(=O)O)C21							6.82			7.12	
NC1(C(=O)O)C(O)CC2C(C(=O)O)C21			4.82		4.0	4.0	6.96			7.0	4.66
NC1(C(=O)O)C(OCc2c(Cl)c(Cl)ccc2)C(O)C2C(C(=O)O)C21							6.83			7.08	
NC1(C(=O)O)C(OCc2c(Cl)ccc(Cl)c2)C(O)C2C(C(=O)O)C21							6.41			6.73	
NC1(C(=O)O)C(OCc2cc(Cl)c(Cl)cc2)C(O)C2C(C(=O)O)C21							7.232				
NC1(C(=O)O)C(OCc2cc(Cl)c(Cl)cc2)CC2C1C2(F)C(=O)O							8.18			7.985	
NC1(C(=O)O)C(OCc2cc(Cl)ccc2)C(O)C2C(C(=O)O)C21							6.55			6.75	
NC1(C(=O)O)C(OCc2cc(F)c(Cl)cc2)C(O)C2C(C(=O)O)C21							6.65			6.9	
NC1(C(=O)O)C(OCc2ccc(Cl)c(Cl)c2)C(F)C2C(C(=O)O)C21							7.17			7.15	
NC1(C(=O)O)C(OCc2ccc(Cl)c(Cl)c2)C(O)C2C(C(=O)O)C21			5.72	5.48					4.98	7.08	
NC1(C(=O)O)C(OCc2ccc(Cl)c(Cl)c2)C(Sc2n[nH]cn2)C2C(C(=O)O)C21							8.015			8.1	
NC1(C(=O)O)C(OCc2ccc(Cl)c(Cl)c2)C(Sc2ncc[nH]2)C2C(C(=O)O)C21							7.79			7.42	
NC1(C(=O)O)C(OCc2ccc(Cl)cc2)C(O)C2C(C(=O)O)C21							6.68			6.84	
NC1(C(=O)O)C(OCc2ccccc2)C(O)C2C(C(=O)O)C21							6.51			6.62	
NC1(C(=O)O)C=S(O)(O)=C2C(C(=O)O)C21							7.631				
NC1(C(=O)O)C=S(O)C2C(C(=O)O)C21			5.513				10.051			9.77	
NC1(C(=O)O)CC(=CP(=O)(O)O)C1											5.36
NC1(C(=O)O)CC(=O)C2C(C(=O)O)C21			5.18	5.86			9.8			9.96	
NC1(C(=O)O)CC(=O)C2C1C2(F)C(=O)O							9.24			8.68	
NC1(C(=O)O)CC(C(=O)O)C(C(=O)O)C1			5.29	4.96					3.553		5.77
NC1(C(=O)O)CC(C(=O)O)N(C(c2ccccc2)c2ccccc2)C1					3.523	3.523	3.523			3.523	
NC1(C(=O)O)CC(C(=O)O)N(CC(c2ccccc2)c2ccccc2)C1			3.523		3.523	3.523	4.43			4.2	3.523
NC1(C(=O)O)CC(C(=O)O)N(CC2CCCCC2)C1					3.523	3.523	4.33			3.523	
NC1(C(=O)O)CC(C(=O)O)N(CCC(c2ccccc2)c2ccccc2)C1					3.523	3.523	3.523				3.523
NC1(C(=O)O)CC(C(=O)O)N(CCCc2ccccc2)C1					3.523	3.523	3.523				
NC1(C(=O)O)CC(C(=O)O)N(CCc2ccccc2)C1					3.523	3.523	4.21			3.78	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2c(Cl)cc(Cl)cc2)C1					3.523	3.523	3.523				
NC1(C(=O)O)CC(C(=O)O)N(Cc2c(Cl)cccc2)C1			3.523		3.523	3.523	4.12			3.523	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2c(Cl)cccc2Cl)C1			3.523		3.523	3.623	4.38			4.39	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2cc(Cl)c(Cl)cc2)C1					4.0	3.523					
NC1(C(=O)O)CC(C(=O)O)N(Cc2cc(Cl)ccc2)C1			3.523		3.523	3.523	3.523			3.523	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2cc3c(cccc3)cc2)C1			3.523		3.523	3.876	4.3			3.523	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2ccc(-c3ccccc3)cc2)C1					3.523	3.523	3.523			3.523	
NC1(C(=O)O)CC(C(=O)O)N(Cc2ccc(Cl)cc2)C1					3.523	3.523	3.523			3.523	
NC1(C(=O)O)CC(C(=O)O)N(Cc2cccc3ccccc23)C1			3.523		3.523	3.523	4.7			5.07	3.523
NC1(C(=O)O)CC(C(=O)O)N(Cc2ccccc2)C1			3.523	4.7	3.222		3.808			3.523	
NC1(C(=O)O)CC(C(=O)O)N(Cc2ccccc2-c2ccccc2)C1			3.523				4.44			4.79	
NC1(C(=O)O)CC(F)C2C(C(=O)O)C21			4.94	5.851			9.251			9.62	
NC1(C(=O)O)CC(NC(=O)C2CCCCC2)C2C(C(=O)O)C21							5.403			5.56	
NC1(C(=O)O)CC(NC(=O)CC2CCCCC2)C2C(C(=O)O)C21							5.66			6.37	
NC1(C(=O)O)CC(NC(=O)CCc2ccccc2)C2C(C(=O)O)C21							5.843			6.12	
NC1(C(=O)O)CC(NC(=O)c2ccc(Cl)cc2)C2C(C(=O)O)C21							7.51			8.465	
NC1(C(=O)O)CC(NC(=O)c2ccc(F)cc2)C2C(C(=O)O)C21							7.1			8.27	
NC1(C(=O)O)CC(NC(=O)c2ccc(O)cc2)C2C(C(=O)O)C21							7.73			8.35	
NC1(C(=O)O)CC(NC(=O)c2cccc(Cl)c2)C2C(C(=O)O)C21							7.575			9.21	
NC1(C(=O)O)CC(NC(=O)c2cccc(F)c2)C2C(C(=O)O)C21							7.205			8.69	
NC1(C(=O)O)CC(NC(=O)c2cccc(O)c2)C2C(C(=O)O)C21							7.96			8.895	
NC1(C(=O)O)CC(NC(=O)c2ccccc2)C2C(C(=O)O)C21							7.115			8.235	
NC1(C(=O)O)CC(NC(=O)c2ccccc2Cl)C2C(C(=O)O)C21							6.89			7.93	
NC1(C(=O)O)CC(NC(=O)c2ccccc2F)C2C(C(=O)O)C21							7.215			8.265	
NC1(C(=O)O)CC(NC(=O)c2ccccc2O)C2C(C(=O)O)C21							7.685			9.26	
NC1(C(=O)O)CC(NCc2ccccc2)C2C(C(=O)O)C21							5.62			6.21	
NC1(C(=O)O)CC(O)C2C(C(=O)O)C21				5.44			7.644			8.072000000000001	
NC1(C(=O)O)CC(Sc2c[nH]nn2)C2C(C(=O)O)C21							7.51			6.267	
NC1(C(=O)O)CC(Sc2ccccc2)C2C(C(=O)O)C21				5.695			5.553999999999999			5.928999999999999	
NC1(C(=O)O)CC(Sc2n[nH]c(C(F)(F)F)n2)C2C(C(=O)O)C21							7.928			6.974	
NC1(C(=O)O)CC(Sc2n[nH]c(C(F)F)n2)C2C(C(=O)O)C21							7.922000000000001			6.981	
NC1(C(=O)O)CC(Sc2n[nH]cn2)C2C(C(=O)O)C21			5.0	5.46			7.511			5.888999999999999	
NC1(C(=O)O)CC(n2oc(=O)[nH]c2=O)C1					4.635						
NC1(C(=O)O)CC1CC(=O)O					4.72	5.21	4.817			3.7	
NC1(C(=O)O)CC1CP(=O)(O)O			5.777	5.59					3.212		5.563
NC1(C(=O)O)CC1Cc1nsnc1O						5.52	3.6				
NC1(C(=O)O)CC2CC1C2C(=O)O				5.28	5.14	5.8	5.412000000000001			5.66	4.64
NC1(C(=O)O)CC2CCC1C2C(=O)O						5.03					
NC1(C(=O)O)CC=C(P(=O)(O)O)C1											4.77
NC1(C(=O)O)CCC(C(=O)O)C1			4.35	4.155	4.73	4.723	5.112			4.52	4.26
NC1(C(=O)O)CCC(CC(=O)O)C1							3.914				
NC1(C(=O)O)CCC(P(=O)(O)O)C1											4.32
NC1(C(=O)O)CCC2C(C(=O)O)C21			4.94	5.47			7.701			7.181	
NC1(C(=O)O)CCc2c1ccc(C(=O)O)c2						5.16					
NC1(C(=O)O)CCc2c1ccc(P(=O)(O)O)c2							4.52				
NC1(C(=O)O)CNC(C(=O)O)C1			4.0	3.959	4.0	4.0	6.35		3.523	5.955	3.523
NC1(C(=O)O)COC2C(C(=O)O)C21			5.771	6.4	4.0		8.33			8.29	4.68
NC1(C(=O)O)CS(=O)(=O)C2C(C(=O)O)C21			4.32				7.23			7.18	
NC1(C(=O)O)CSC2C(C(=O)O)C21			5.132000000000001	5.615			7.9			8.225	
NC1(C(=O)O)C[S+]([O-])C2C(C(=O)O)C21			5.51				8.11			7.912000000000001	
NC1(c2ccccc2Cl)CCCNC1=O		4.3									
NC12CC3CC(C1)CC(c1ccccc1)(C3)C2		4.82									
NC12CC3CC(CC(C3)C1)C2		4.982857142857143									
NC1=NC(CC(=O)O)CS1	6.095										
NC1=NCC(C(=O)O)CC1	6.989666666666667										
NC1=NCC(C(=O)O)CN1	5.918666666666667										
NC1=NCCN1c1ccccc1		5.0									
NC1=Nc2c(cccc2)-c2c(cccc2)N1		5.0									
NC1=Nc2c(cccc2)CN1c1ccccc1		5.0									
NC1=Nc2c3c(cccc3ccc2)N1		5.0									
NC1C2C(C(=O)O)C2C(N)(C(=O)O)C1OCc1ccc(Cl)c(Cl)c1							5.95			5.97	
NC1CC(N)(C(=O)O)C2C(C(=O)O)C12				4.98			7.006			7.247000000000001	
NCC(=O)Nc1c(C(=O)c2c(Cl)cccc2)cc(Cl)cc1	8.32										
NCC(=O)Nc1c(C(=O)c2c(Cl)cccc2Cl)cc(Cl)cc1	6.0										
NCC12CC3CC(CC(C3)C1)C2		4.48									
NCC1COCC(c2ccccc2)(C2CCCCC2)O1		7.45									
NCC1COCC(c2ccccc2)(c2ccccc2)O1		7.62									
NCC1NC(=O)CNC1=O		3.432									
NCCC12CC3CC(CC(C3)C1)C2		5.42									
NCCCC(=O)NCC(=O)O		4.21									
NCCCC(=O)O	5.929333333333333										
NCCCC12CC3CC(CC(C3)C1)C2		5.0200000000000005									
NCCCCC12CC3CC(CC(C3)C1)C2		4.76									
NCCCCNCCCCNCCCCNC(=O)N1c2c(C=Cc3c1cccc3)cccc2		6.575									
NCCCCNCCCCNCCCCNC(=O)N1c2c(cccc2)CCc2c1cccc2		6.995									
NCCCCNCCCCNCCCCNC(=O)N1c2c(cccc2)Sc2c1cccc2		6.935									
NCCCCNCCCCNCCCCNC(=O)n1c2c(cccc2)c2c1cccc2		6.87									
NCCCCNCCCNCCCCNC(=O)N1c2c(C=Cc3c1cccc3)cccc2		6.585									
NCCCCNCCCNCCCCNC(=O)N1c2c(cccc2)CCc2c1cccc2		6.75									
NCCCCNCCCNCCCCNC(=O)N1c2c(cccc2)Sc2c1cccc2		7.04									
NCCCCNCCCNCCCCNC(=O)n1c2c(cccc2)c2c1cccc2		6.7									
NCCCNCCCCNCCCN		3.899									
NCCCNCCCCNCCCNC(=O)C(CC1CCCCC1)NC(=O)C1CC1		5.59				7.96					
NCCCNCCCCNCCCNC(=O)C(CC1CCCCC1)NC(=O)C1CCCCC1		6.18				7.68					
NCCCNCCCCNCCCNC(=O)C(CC1CCCCC1)NC(=O)CC12CC3CC(CC(C3)C1)C2		6.1				6.98					
NCCCNCCCCNCCCNC(=O)C(CC1CCCCC1)NC(=O)Cc1cccc2ccccc12		7.33				7.39					
NCCCNCCCCNCCCNC(=O)C(CC1CCCCC1)NC(=O)c1ccc(-c2ccccc2)cc1		5.84				7.06					
NCCCNCCCCNCCCNC(=O)C(CCCCNC(=O)Cc1ccccc1)NC(=O)c1ccccc1		5.87									
NCCCNCCCCNCCCNC(=O)C(CCCNC(=O)Cc1ccccc1)NC(=O)C1CCCCC1		5.99									
NCCCNCCCCNCCCNC(=O)C(CCNC(=O)Cc1ccccc1)NC(=O)c1ccccc1		6.97									
NCCCNCCCCNCCCNC(=O)C(CNC(=O)Cc1ccccc1)NC(=O)C1CCCCC1		5.55									
NCCCNCCCCNCCCNC(=O)N1c2c(C=Cc3c1cccc3)cccc2		6.695									
NCCCNCCCCNCCCNC(=O)N1c2c(cccc2)CCc2c1cccc2		6.19									
NCCCNCCCCNCCCNC(=O)N1c2c(cccc2)Sc2c1cccc2		6.565									
NCCCNCCCCNCCCNC(=O)c1ccc2C(=O)c3c(cccc3)C(=O)c2c1		6.359999999999999									
NCCCNCCCCNCCCNC(=O)n1c2c(cccc2)c2c1cccc2		6.96									
NCCCOP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O								5.82			
NCc1c(Br)n(O)nc1	4.0										
NCc1c(Cl)n(O)nc1	4.535										
NCc1cc(O)no1	7.171499999999999										
NCc1cc(O)ns1	7.72										
NCc1cn(CC(=O)Nc2c(C(N)=O)c3c(CCCC3)s2)nc1C(F)(F)F						6.1					
NCc1cn(O)nc1	5.144333333333333										
NCc1cn(O)nc1-c1ccc(-c2ccccc2)cc1	3.523										
NCc1cn(O)nc1-c1cccc(-c2ccccc2)c1	3.301										
NCc1cn(O)nc1-c1ccccc1	3.301										
NCc1cn(O)nc1I	3.301										
NN1CC(N)(C(=O)O)CC1C(=O)O							5.32			4.28	
NS(=O)(=O)c1c2c([N+](=O)[O-])cc3c(nc(O)c(O)n3)c2ccc1		4.0		4.13							
Nc1c(-c2ccccc2)nnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	5.94										
Nc1c(C(=O)Nc2cc(Cl)c(N3C(=O)C4CCC3C4)cc2)nccc1											6.5
Nc1c(C(=O)Nc2cc(Cl)c(N3C(=O)c4c(cccc4)C3=O)cc2)nccc1											8.52
Nc1c(C(=O)Nc2cc(Cl)c(N3CC(Cc4ccccc4)CC3=O)cc2)nccc1											7.62
Nc1c(C(=O)Nc2cc(Cl)c(N3CC(c4c(F)cccc4Cl)CC3=O)cc2)nccc1											7.23
Nc1c(C(=O)Nc2cc(Cl)c(N3CC(c4cnccc4)CC3=O)cc2)nccc1											7.1
Nc1c(C(=O)Nc2cc(Cl)c(N3CCCC3=O)cc2)nccc1											6.5
Nc1c(C(=O)Nc2cc(Cl)c(N3CCc4c(cccc4)C3=O)cc2)nccc1											7.54
Nc1c(C(=O)Nc2cc(Cl)c(N3Cc4c(cc(Cl)cc4)C3=O)cc2)nccc1											6.5
Nc1c(C(=O)Nc2cc(Cl)c(N3Cc4c(cccc4)C3=O)cc2)nccc1											8.13
Nc1c(C(=O)Nc2cc(Cl)c(N3Cc4c(cccc4)CC3=O)cc2)nccc1											7.16
Nc1c(C(=O)Nc2cc(Cl)c(N3Cc4c(cccn4)C3=O)cc2)nccc1											7.4
Nc1c(C(=O)Nc2cc(Cl)ccc2)nccc1											6.235
Nc1c(C(=O)Nc2ncccc2)nc(Cl)c(N2CCCCC2)n1					6.99						
Nc1c(C(=O)Nc2ncccc2)nccn1					5.45						
Nc1c(C(=O)O)cccn1	4.0										
Nc1c(C(=O)c2ccc(Cl)cc2)sc2c1cccc2	6.0										
Nc1c(C(=O)c2ccc(F)cc2)oc2c1cc(Br)cn2					5.12						
Nc1c(CC(=O)O)cccn1	4.0										
Nc1c(Cl)nc(C(=O)Nc2ncccc2)c(N)n1					5.42						
Nc1c(I)cc(C(=O)O)cn1	4.0										
Nc1c(NCC(=O)O)c(=O)c1=O		5.64									
Nc1c(NCCC(=O)O)c(=O)c1=O		5.8									
Nc1c(NCCCC(=O)O)c(=O)c1=O		5.0									
Nc1c(NCCCP(=O)(O)O)c(=O)c1=O		6.33									
Nc1c([N+](=O)[O-])c2c(cc1F)nc(O)c(O)n2		4.96									
Nc1c2C(=O)N(C3CCC3)Cc2nc2c1cccc2-c1cncnc1	8.370000000000001										
Nc1c2C(=O)N(C3CCC3)Cc2nc2c1cccc2-c1ncccn1	7.385000000000001										
Nc1c2CCCCc2nc2c1cccc2		4.835									
Nc1c2CN(C(=O)c3ccc(F)cc3)CCn2nc1COc1ccccc1					5.34						
Nc1cc(-c2ccccc2)c(C(=O)O)cn1	4.0										
Nc1cc(C(=O)O)ccn1	4.72										
Nc1cc(C=Cc2ccccc2)nc(N)n1											4.523
Nc1cc(CC(=O)O)ccn1	4.14										
Nc1cc(N2CCc3c(cccc3)C2)nc(CO)c1		8.4									
Nc1cc(N2CCc3c(cccc3)C2)nc2c1CCC2		8.05									
Nc1cc(OCC2CN(c3ccccc3)C(=O)O2)ccc1							4.523				
Nc1cc2c(cc1)[nH]c(Cc1ccc(Oc3ccccc3)cc1)n2		6.93									
Nc1ccc(C(=O)O)c(-c2ccccc2)n1	4.0										
Nc1ccc(C(=O)O)c(Cl)n1	4.0										
Nc1ccc(C(=O)O)cn1	5.375										
Nc1ccc(C(O)P(=O)(O)CCC(N)C(=O)O)cc1			5.08						4.94		5.06
Nc1ccc(CC(=O)O)cn1	4.05										
Nc1ccc(OCC2CN(c3ccccc3)C(=O)O2)cc1							4.523				
Nc1cccc(-c2c(C3CCNCC3)onc2O)c1	7.23										
Nc1cccc(C(=O)O)n1	4.0										
Nc1cccc(C=Cc2ccccc2)n1											5.24
Nc1cccc(CC(=O)O)n1	4.0										
Nc1cccc(CCC(N)(C(=O)O)C2CC2C(=O)O)c1							5.51			6.7	
Nc1cccc(N2CCc3c(cccc3)C2)n1		6.72									
Nc1cccnc1C(=O)Nc1cc(Cl)c(N2CC3(CCCC3)CC2=O)cc1											6.5
Nc1cccnc1C(=O)Nc1cc(Cl)c(N2CC3(CCCCC3)CC2=O)cc1											7.39
Nc1cccnc1N1CCc2c(cccc2)C1		6.42									
Nc1ccnc(N2CCc3c(cccc3)C2)c1		8.52									
Nc1cnc(N2CCc3c(cccc3)C2)cc1		5.96									
Nc1cncc(C=Cc2ccccc2)n1											4.8
Nc1n[nH]c(SC2CC(N)(C(=O)O)C3C(C(=O)O)C23)n1							7.81			6.817	
Nc1n[nH]c(SCCCN2CCC(Cc3ccccc3)CC2)n1		4.7700000000000005									
Nc1n[nH]c(SCCN2CCC(Cc3ccccc3)CC2)n1		5.153333333333333									
Nc1nc(C#Cc2cccc(F)c2)cs1					7.107						
Nc1nc(C#Cc2ccccc2)ccn1											4.7
Nc1nc(C#Cc2cnccc2)cs1					6.101						
Nc1nc(C(F)(F)F)cc(C=Cc2ccccc2)n1											6.221
Nc1nc(CC(=O)O)cs1	4.615										
Nc1nc(O)cc(C=Cc2ccccc2)n1											4.523
Nc1ncc(Br)c(C=Cc2ccccc2)n1											5.89
Nc1ncc(Br)nc1C(=O)Nc1ccccn1					7.921						
Nc1ncc(C(=O)O)cn1	4.0										
Nc1ncc(C(O)P(=O)(O)CCC(N)C(=O)O)s1			4.55	4.0							4.82
Nc1ncc(C2CC2c2ccccc2)cn1											4.523
Nc1ncc(Cl)c(C=Cc2ccccc2)n1											5.8
Nc1ncc(Cl)nc1C(=O)Nc1ncccc1					7.96						
Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1						6.52					
Nc1nccc(-c2cc3c(cccc3)o2)n1											5.31
Nc1nccc(-c2cc3c(cccc3)s2)n1											4.523
Nc1nccc(-c2ccc3ccccc3c2)n1											4.523
Nc1nccc(C=Cc2ccc(F)cc2)n1											5.35
Nc1nccc(C=Cc2cccc(F)c2)n1											5.35
Nc1nccc(C=Cc2ccccc2)n1											6.0
Nc1nccc(C=Cc2ccccc2F)n1											5.54
Nc1nccc(C=Cc2ccco2)n1											5.03
Nc1nccc(C=Cc2cccs2)n1											5.39
Nc1nccc(C=Cc2ccncc2)n1											4.523
Nc1nccc(C=Cc2cnccc2)n1											4.79
Nc1nccc(C=Cc2ncccc2)n1											4.93
Nc1nccc(CCc2ccccc2)n1											4.523
Nc1nnc(SCCCN2CCC(Cc3ccccc3)CC2)s1		4.796666666666667									
Nc1nnc(SCCN2CCC(Cc3ccccc3)CC2)s1		4.8933333333333335									
O=C(C#Cc1ccccc1)N1CCN(c2ccccc2[N+](=O)[O-])CC1					9.4						
O=C(C#Cc1ccccc1)N1CCN(c2ncccc2[N+](=O)[O-])CC1					9.175						
O=C(C(=O)N1CCCC(C(=O)NCc2ccccc2)C1)c1c[nH]c2ccccc12	6.116666666666667										
O=C(C(=O)N1CCCC(C(=O)OCc2ccccc2)C1)c1c[nH]c2ccccc12	6.966666666666666										
O=C(C(=O)N1CCCC1Cc1ccccc1)c1c[nH]c2ccccc12	6.153333333333333										
O=C(C(=O)N1CCc2c(cccc2)C1)c1c[nH]c2ccccc12	6.243333333333333										
O=C(C(=O)N1Cc2c(cccc2)C1)c1c[nH]c2ccccc12	6.77										
O=C(C1CC(F)(F)C1)N1CCc2c(C1)sc(C#Cc1ccc(F)cc1)n2					6.822						
O=C(C1CC(F)(F)C1)N1CCc2c(C1)sc(C#Cc1cccc(F)c1)n2					8.601						
O=C(C1CC(F)(F)C1)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					7.747999999999999						
O=C(C1CC(F)C1)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					7.071000000000001						
O=C(C1CC1)N1CCCC1c1nc(-c2cccc(F)c2)no1					5.54						
O=C(C1CC1)N1CCCC2(CCCCC2)C1					5.0						
O=C(C1CC1)N1CCCCC1c1nc(-c2cccc(F)c2)no1					7.1						
O=C(C1CC1)N1CCCn2nc(COc3ccccc3)cc12					6.265						
O=C(C1CC1)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					6.54						
O=C(C1CC12CCC2)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					8.41						
O=C(C1CC1c1cnc(N2CCOCC2)cc1)C12CC3CC(CC(C3)C1)C2						6.96					
O=C(C1CC2CCC1C2)N1CC(c2nc(-c3cc(Cl)ccc3)no2)C1					7.07						
O=C(C1CC2CCC1C2)N1CC(c2nc(-c3cc(F)ccc3)no2)C1					7.07						
O=C(C1CC2CCC1C2)N1CC(c2nc(-c3ccccc3)no2)C1					6.66						
O=C(C1CC2CCC1C2)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					7.747999999999999						
O=C(C1CCC(C(F)(F)F)CC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1					6.0						
O=C(C1CCC(C(F)(F)F)CC1)N1CC(c2nc(-c3cccc(F)c3)no2)C1					6.17						
O=C(C1CCC(F)(F)CC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1					6.75						
O=C(C1CCC(F)(F)CC1)N1CC(c2nc(-c3cccc(F)c3)no2)C1					6.28						
O=C(C1CCC(F)(F)CC1)N1CCc2c(C1)sc(C#Cc1ccccc1)n2					7.158						
O=C(C1CCC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1					5.82						
O=C(C1CCC1)N1CCCC(c2nc(-c3cc(Cl)ccc3)no2)C1					6.105						
O=C(C1CCC1)N1CCCC(c2nc(-c3cc(F)ccc3)no2)C1					5.62						
O=C(C1CCC1)N1CCCC(c2nc(-c3cccs3)no2)C1					5.03						
O=C(C1CCC1)N1CCCC(c2nc(-c3ncccc3)no2)C1					5.0						
O=C(C1CCC1)N1CCCC1c1c(O)cc(-c2cccc(Cl)c2)nc1					5.64						
O=C(C1CCC1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1					7.04						
O=C(C1CCC1)N1CCCC1c1nc(-c2cc(Cl)ccc2)no1					5.0						
O=C(C1CCC1)N1CCCC1c1nc(-c2cc(F)ccc2)no1					5.77						
O=C(C1CCC1)N1CCCC1c1nc(-c2ccc(F)cc2)no1					5.57						
O=C(C1CCC1)N1CCCC2(CCCCC2)C1			4.523		6.085	4.523	4.523		4.523	4.523	4.523
O=C(C1CCC1)N1CCCCC1c1nc(-c2cc(Cl)ccc2)no1					6.69						
O=C(C1CCC1)N1CCCCC1c1nc(-c2cccc(F)c2)no1					6.19						
O=C(C1CCC1)N1CCCCC1c1nc(-c2cccs2)no1					5.52						
O=C(C1CCC1)N1CCCCC1c1nc(-c2ncccc2)no1					5.0						
O=C(C1CCC1)N1CCCn2nc(COc3ccccc3)cc12					5.91						
